T,genP,demP,H,B
0,0,0.119,90,526
0.5,0,0.111,90,526
1,0,0.091,90,526
1.5,0,0.118,90,526
2,0,0.091,90,526
2.5,0,0.116,90,526
3,0,0.11,90,526
3.5,0,0.095,90,526
4,0,0.134,90,526
4.5,0,0.071,90,526
5,0,0.124,90,526
5.5,0,0.094,90,526
6,0,0.108,90,526
6.5,0.019,0.128,90,526
7,0.075,0.062,90,526
7.5,0.125,0.145,90,526
8,0.181,0.047,90,526
8.5,0.238,0.144,90,526
9,0.269,0.086,90,526
9.5,0.3,0.103,90,526
10,0.325,0.108,90,526
10.5,0.35,0.086,90,526
11,0.338,0.119,90,526
11.5,0.238,0.108,90,526
12,0.244,0.111,90,526
12.5,0.306,0.124,90,526
13,0.363,0.1,90,526
13.5,0.35,0.183,90,526
14,0.338,0.147,90,526
14.5,0.313,0.173,90,526
15,0.281,0.065,90,526
15.5,0.256,0.182,90,526
16,0.181,0.058,90,526
16.5,0.163,0.184,90,526
17,0.088,0.06,90,526
17.5,0.063,0.188,90,526
18,0.013,0.053,90,526
18.5,0,0.15,90,526
19,0,0.115,90,526
19.5,0,0.114,90,526
20,0,0.133,90,526
20.5,0,0.103,90,526
21,0,0.144,90,526
21.5,0,0.124,90,526
22,0,0.131,90,526
22.5,0,0.137,90,526
23,0,0.097,90,526
23.5,0,0.142,90,526
