T,genP,demP,H,B
0,0,0.106,95,535
0.5,0,0.106,95,535
1,0,0.119,95,535
1.5,0,0.1,95,535
2,0,0.106,95,535
2.5,0,0.113,95,535
3,0,0.106,95,535
3.5,0,0.106,95,535
4,0,0.119,95,535
4.5,0,0.1,95,535
5,0,0.1,95,535
5.5,0,0.113,95,535
6,0.019,0.338,95,535
6.5,0.044,0.113,95,535
7,0.125,0.181,95,535
7.5,0.25,0.194,95,535
8,0.338,0.494,95,535
8.5,0.425,0.456,95,535
9,0.769,0.269,95,535
9.5,0.906,0.294,95,535
10,1.031,0.469,95,535
10.5,1.119,0.9,95,535
11,1.206,0.231,95,535
11.5,1.106,0.5,95,535
12,0.769,0.313,95,535
12.5,1.05,0.256,95,535
13,1.094,0.156,95,535
13.5,1.169,0.169,95,535
14,1.106,0.15,95,535
14.5,1.019,0.131,95,535
15,0.913,0.15,95,535
15.5,0.794,0.113,95,535
16,0.644,0.231,95,535
16.5,0.469,0.206,95,535
17,0.306,0.294,95,535
17.5,0.144,0.163,95,535
18,0.038,0.381,95,535
18.5,0.019,0.638,95,535
19,0.006,0.325,95,535
19.5,0,0.338,95,535
20,0,0.725,95,535
20.5,0,0.425,95,535
21,0,0.35,95,535
21.5,0,0.5,95,535
22,0,0.138,95,535
22.5,0,0.125,95,535
23,0,0.106,95,535
23.5,0,0.113,95,535
