T,genP,demP,H,B
0,0,0.103,85,511
0.5,0,0.102,85,511
1,0,0.081,85,511
1.5,0,0.156,85,511
2,0,0.099,85,511
2.5,0,0.853,85,511
3,0,0.065,85,511
3.5,0,0.081,85,511
4,0.006,0.097,85,511
4.5,0,0.1,85,511
5,0,0.068,85,511
5.5,0,0.076,85,511
6,0,0.1,85,511
6.5,0.019,0.091,85,511
7,0.113,0.067,85,511
7.5,0.231,0.075,85,511
8,0.338,0.105,85,511
8.5,0.4,0.175,85,511
9,0.481,1.412,85,511
9.5,0.494,0.065,85,511
10,0.531,0.094,85,511
10.5,0.613,0.101,85,511
11,0.625,0.119,85,511
11.5,0.6,0.2,85,511
12,0.613,0.957,85,511
12.5,0.631,0.244,85,511
13,0.625,0.201,85,511
13.5,0.606,0.199,85,511
14,0.575,0.195,85,511
14.5,0.531,0.13,85,511
15,0.488,0.082,85,511
15.5,0.419,0.213,85,511
16,0.356,0.216,85,511
16.5,0.213,1.027,85,511
17,0.113,0.22,85,511
17.5,0.063,0.191,85,511
18,0.038,0.195,85,511
18.5,0.019,0.201,85,511
19,0,0.206,85,511
19.5,0,0.213,85,511
20,0,0.411,85,511
20.5,0,0.314,85,511
21,0,1.086,85,511
21.5,0,0.304,85,511
22,0,0.45,85,511
22.5,0,1.158,85,511
23,0,0.331,85,511
23.5,0,0.263,85,511
