T,genP,demP,H,B
0,0,0.225,63,423
0.5,0,0.263,63,423
1,0,0.2,63,423
1.5,0,0.194,63,423
2,0,0.225,63,423
2.5,0,0.131,63,423
3,0,0.156,63,423
3.5,0,0.219,63,423
4,0,0.138,63,423
4.5,0,0.175,63,423
5,0,0.244,63,423
5.5,0,0.219,63,423
6,0,0.181,63,423
6.5,0.006,0.269,63,423
7,0.013,0.213,63,423
7.5,0.019,0.213,63,423
8,0.038,0.213,63,423
8.5,0.069,0.213,63,423
9,0.1,0.4,63,423
9.5,0.131,0.45,63,423
10,0.263,0.388,63,423
10.5,0.163,0.356,63,423
11,0.169,0.363,63,423
11.5,0.2,0.394,63,423
12,0.188,0.306,63,423
12.5,0.213,0.306,63,423
13,0.344,0.431,63,423
13.5,0.381,0.388,63,423
14,0.4,0.475,63,423
14.5,0.381,0.331,63,423
15,0.35,0.244,63,423
15.5,0.294,0.306,63,423
16,0.275,0.294,63,423
16.5,0.231,0.263,63,423
17,0.181,0.3,63,423
17.5,0.113,0.381,63,423
18,0.038,0.375,63,423
18.5,0.013,0.381,63,423
19,0,1.125,63,423
19.5,0,0.475,63,423
20,0,0.344,63,423
20.5,0,0.388,63,423
21,0,0.231,63,423
21.5,0,0.306,63,423
22,0,0.244,63,423
22.5,0,0.413,63,423
23,0,0.319,63,423
23.5,0,0.225,63,423
